,model_0,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12,model_13,model_14,model_15,model_16,model_17,model_18,model_19
11,3.5163759686452436,3.564833849379296,3.845494695254885,3.639195820949048,3.828514204631511,3.851449304374839,3.5767441559490836,3.759021879308702,3.6513156601373264,3.6736942024184263,3.8454689962948203,3.0614674144117657,3.471944975748616,3.665174176729491,3.6542534708749352,3.7068314981066823,4.165298242713812,3.5319188701340334,3.6809095716520135,3.5255156328974637
12,5.271402896826116,5.1186781914670085,5.693482564087791,5.3224748998531055,5.449640451491831,5.46328546608071,4.871539496402421,5.358783876610001,5.316324229382651,5.147115042185916,4.689052374912956,4.949586600828467,4.979695869279393,5.619700687992727,4.798681153727604,5.252447030961017,5.429107144298193,5.706182590734788,5.5971335126589095,5.4845656077158775
13,2.6581565067228223,2.68859465248367,2.4909029153289266,2.683848483644015,2.504954421331854,2.7672985888026567,2.758602367276648,2.7453638297567666,2.6599577935651255,2.602799738260766,2.5725598870802378,2.738125564637693,2.6467856181593232,2.5876869867071157,2.5420084157330693,2.696426035545448,2.7008913595978075,2.610618190103231,2.8650710030165794,2.693749720519984
14,2.9995405051257364,2.846764402350352,2.999290432904773,2.5510907026435206,2.913067100255638,2.730468173192909,2.7738962027383423,2.822052658434286,2.7390925049907504,2.9807460105706642,2.618690286064527,2.9602257037189403,2.6225905810702477,3.198660626533494,2.559186985397228,3.0855887426830453,3.1642174471168154,3.007884955659134,3.2552567951898372,2.8890524331988496
15,4.501900958437856,4.307403105049611,4.456855554289103,3.7416562758189094,4.107959241339454,4.5436571758673425,4.682873530952158,4.004835006954323,4.113549093448812,4.583647575423459,3.9402370832641616,4.724392288257821,3.9137978685002106,4.175036024226342,4.063064116755007,3.9404727031287603,4.080125331747608,4.434320396059344,4.840787080135117,3.8384199986753362
16,3.34589457847948,3.5823746491667325,3.6679353449211156,3.3891290116998034,3.4952840937768865,3.3763447327097778,3.3154732269015987,3.704888341615764,3.3017680258667435,3.6521972328832524,3.4559145526424015,3.3618457047608086,3.302427985338226,3.3760216226041777,3.466208926242972,3.382052372840554,3.3467594948540706,3.3101910173465288,3.384683513961418,3.133502624799444
17,5.007756786017665,5.386765384509909,5.04265568462976,4.87041576737626,5.435678393717712,4.989553778703133,5.1439929512392775,4.924284766710219,4.834001627087904,4.687492492796272,5.271038864022712,4.6578167525405005,4.678907148511635,4.806659381390297,4.670844828212765,4.662911301777333,5.107648014137018,4.854734428363727,4.611367896099555,5.230964292469406
18,4.187763750006145,4.472179716620522,4.106652693613146,3.885847941805142,3.8513308204877266,4.398497571393846,4.210281214755021,4.4283222964780755,4.11895312177108,4.050402596201588,4.194050699286105,4.120953828555192,3.9133453410605004,4.464239290178199,3.824775189059546,4.052088526071787,4.589809977746061,4.1151524458181505,4.347447567361883,4.00173321281456
19,4.653030049566464,4.843170193571051,4.542661548469979,4.572603527399366,4.434723680209942,4.806396675547646,4.737659140536582,4.435402446763296,4.755969170329486,4.497125099299458,4.698407710315596,4.883565373767494,4.5756709113719465,4.654269614124323,4.525076276048853,4.500922658207341,4.621066938967753,4.5421356688161705,4.691057830837398,4.546661271830576
20,5.509701947416421,5.5031321511046905,5.490547720786742,5.2849465719761355,5.707693974849446,5.3473305752691385,5.760399625170945,5.224804828269957,5.170306261949632,5.233655972487629,5.53482816907686,5.8005679275526685,5.320874660729203,5.425851068551976,5.6370929797242555,5.542009407566203,5.653963956260988,5.684380597344452,5.175694949256968,5.207159990897006
21,3.9804560533671456,3.979545812262755,3.9253771102683657,4.451728181188749,4.204596019353412,4.0032467027445815,4.57884823797107,3.8533929442035877,3.809154206537161,3.6543415208930305,3.734149274347013,3.53354199664989,3.750168859394467,4.032339049437144,3.7792786802336495,4.275397112223294,4.504150975045166,3.9259271051703526,3.5029696914597306,3.8556804433187404
22,5.7955491132514325,5.833993099938819,5.648459761119712,6.267434261717808,5.753714122588711,6.009898565928637,5.640756047864151,5.754734485427649,6.472339508426924,6.276855678461244,6.360577416144389,6.385280499372398,6.2098997370153555,5.66153875883554,5.847344450023096,5.662734295256904,5.902705744847703,5.450257638995169,5.952988860366517,6.095544672136148
23,4.591623813221943,4.79365648352906,5.155256630150909,4.6978112632035804,4.642965556314016,4.976142527583962,4.768518278663265,4.663399811844933,4.5911401745172515,4.389063201924281,4.672505501331548,4.578308428210643,4.596269905739492,4.600121286469502,4.878785487379572,4.518576950527375,4.377348628954509,4.5688531295778745,5.034686317539302,4.843216139282092
24,5.120746271014124,4.922875213432498,4.901975936627029,4.592755438606039,4.685372845883898,4.7052014677618335,4.93877630216579,4.7442337296653125,5.178671605628834,4.811820530910396,4.884649278516381,5.152769883422421,5.0071638864279535,5.1050733326367785,4.702444984812164,5.031249028072363,5.103717106462316,4.580669963261829,4.719783065871251,4.877591201597713
25,2.8977908402084203,3.4625661673414108,3.2379691460538607,2.903110602713941,3.1650771821927184,2.873858452874643,3.015647142401812,3.066710936174065,3.0478878493579726,3.0699328207377397,3.0134787533133296,3.2610941699410474,2.8561085242980786,3.0672447339680753,2.884877968301563,2.8876247503914705,3.315352172055717,3.264144591175027,3.1392400245757663,3.1131982079689893
26,3.672911539687201,3.251151384484544,3.5279751219614264,3.4769929339775834,3.2199043414904556,3.845351223458483,3.5071247248097963,3.2769339547487197,3.467612287267474,3.5318510659335685,3.436376355053979,3.348733678337495,3.4862024086819776,3.4271678449957372,3.255952913973508,3.657346348402517,3.665725653093096,3.471135027434518,3.421828135317999,3.5883862032402956
27,3.2829879276056317,3.2186738027916104,3.389435995563245,3.2171738765579083,3.3430850312824365,3.288301875343433,3.226893125463941,3.259624261954184,3.367139724477927,3.2604099997074174,3.2877866036218717,3.2958074785312883,3.353305337175988,3.265764075235852,3.2408852964806982,3.3234027448819417,3.351232859883538,3.1663261231433086,3.352133796391031,3.2912206767903944
28,4.59220652312692,4.278995580152437,4.6728565140541205,4.873486897115608,4.106270722510651,4.562546536676645,4.308567596314614,4.298890478255444,4.334454151536589,4.394803332592614,4.524583028275652,4.366109466960508,4.1288483375049045,5.118876596386004,4.746166463262174,4.412482900198887,4.496296128537076,4.949023104724854,4.423684043265165,4.740110398684038
29,3.544525223896981,3.607850496683916,3.718900852301112,3.5781304955370423,3.6498522450972137,3.7129271350755166,3.522524718209072,3.607768977768575,3.588692799721543,3.5174169245393063,3.6322561422731785,3.529939629738541,3.681822795585169,3.557424163200152,3.3614201090727622,3.5480266254330606,3.639027510844681,3.6045082706423086,3.6066393445100755,3.6099948007899076
30,4.060366004495867,4.032768140972517,4.057742444369926,3.889329337887597,3.839338122145758,4.226770387610011,3.907960610889802,4.017703799116755,4.179161003436119,4.015130036508234,3.9094498307408934,4.013389463384152,3.8947156308334154,4.086300072785472,4.023711217888228,3.88402448019006,4.100337120637687,4.083896224345166,3.7763962263346054,3.774077141492737
31,5.7590671778795635,4.909984178973933,5.204855469116602,5.348049385852431,4.947917647249053,5.702602541697578,5.691025662152968,5.293387542395012,5.1893362198865844,5.381311340271468,5.360996584714641,5.414295579058281,5.566120052574869,5.585012727860217,5.307161840722163,5.136584231277448,5.774822237600203,5.2752171813442725,5.448872512778245,5.640722784603998
32,5.582516602067949,5.830682644595205,5.7076282980258775,5.6482685679591444,5.448295733336016,5.764538777019521,5.273382211538522,5.907807380727721,5.689195170035281,5.505935581985436,5.293264137697999,5.890254660833403,5.48328494570703,5.845288812817005,5.779151787770207,5.6470022648570595,5.383193074452475,5.705387211706602,5.555661558609532,5.765213253229752
33,3.58342617570931,3.6365710593583067,3.804885393310352,3.5643816555422387,4.119147973101896,3.466201665571817,3.247367705398174,3.346279826385389,3.5684782381696567,3.5988448973367317,3.4110702138182827,3.9960062929274542,3.3882890014504117,3.4358078975344357,3.3691829147318515,3.7416210966751677,3.509457674089284,3.6714465419735207,3.578516135247992,3.355854340186089
34,3.5412316213071957,3.5878361715952583,3.5441626061462204,3.647711265900536,3.198745622583653,3.8620464390656064,3.922043090146835,3.3593304819430876,3.1369192769091,3.472361193877326,3.579914022306756,3.3134469942072453,3.478614017988594,3.6576629765735884,3.5331523220890064,3.531179074012174,3.4687908822222893,3.6578789882155966,3.4975498656720783,3.9753105662891275
35,3.39517780456332,3.789987566137195,3.7561333520120286,3.5700684604512958,3.7184958427800536,3.609592507858866,3.5097133201789212,3.4963021438486623,3.509231045529125,3.5350447646511762,3.7857718927840245,3.941413190576627,3.73262460345674,3.6535925296023963,3.6789825592424834,3.7134375832181066,3.691372582412269,3.5622421239163713,3.6282145417135663,3.2877054321037456
36,4.073943929919397,4.258498910398737,4.357158329442334,4.213343806111082,4.156281873692501,4.059844712959587,3.867927860899395,3.9947894538663813,4.185720526113561,4.002366528476109,3.9967189963739305,3.803102278674131,3.920311077415534,4.112298120279103,4.071413932572142,3.9932394577473236,4.122103542273772,3.8507697627912103,4.312686073660467,3.9625399617426815
37,3.614979196405592,3.5790472915134823,3.511658613896466,3.813931960759338,3.621727259140989,3.619011939666481,3.546659240933481,3.539938650101672,3.6939430210363287,3.5281868296144836,3.6036455944983823,3.6378687713219535,3.664156376283017,3.5650445188723934,3.5440431985946197,3.7138885037346805,3.607437949923068,3.4720335354279923,3.6213505777161137,3.7788536046653736
38,5.06375451303434,4.44958174451012,4.795210346765321,4.32724106791817,4.734112223864077,4.7754752838933,4.676257488175883,4.806757365042305,4.690890172123325,4.504993442191908,4.929865279656845,4.574027724546132,4.596797417334816,4.9247278425876315,4.195498455563266,4.45391857515977,4.460957101667425,4.810934524323956,4.5492493983228055,4.796981568372907
39,3.8368980377339286,3.785100816800566,3.798080399829544,3.8710030632219663,3.8928574393926842,3.742455949527001,3.9033924062979124,3.6730658245990115,3.3233767244014443,3.4604317200670947,3.739784049930764,3.755000107351935,3.692345962569867,3.97406224027391,3.9905295572056363,4.018563549908597,4.102149962049962,3.772627641458648,3.415158313262512,3.92316607707831
40,5.348222525461983,4.884774021137185,4.616904753681677,4.681156558214868,4.51556136805777,5.208211182872885,4.582363575742336,4.60642926315019,4.549851890653815,4.518930041367805,4.650597557355477,4.8497455271326615,4.897993349101529,5.251425184620729,4.576219263089413,4.616578897659727,4.9828744844275885,4.3413490413605,4.9075437971534726,4.500562837225048
41,4.228286105763138,4.079961063506861,4.27718367047286,4.16874798282001,3.8413278666528115,4.0520954343350635,4.042666014169935,4.094948599033108,3.9643773273812153,4.1193477687678595,4.308660175397909,4.336367363972361,4.173520649942985,4.2936158339322805,3.9996912893514267,4.072618822893784,4.1362756655974735,3.954908968281659,3.9563647978524825,4.080171959910015
42,4.6093407942832485,4.8321742555725224,4.934191280387797,5.134304258518519,5.273643793949555,4.896896076975393,4.685572159118941,5.2519792343618,4.748039454561624,4.8788318875415655,5.045374761136756,4.746681621865652,4.747616967012551,5.000891088857858,5.026751808173228,4.786449871325775,5.191039436418526,4.8737001210184765,4.684604621120819,4.635843550779846
43,3.871577476870539,3.8154660713868234,3.831964537855593,3.82290419666631,3.8285688616173656,3.908172870855798,3.857999093176992,3.8616038169017326,3.911151666718057,3.9065531593969496,3.835082365386289,3.8647278083768093,4.037911545509006,3.8767519107458583,3.672695687429467,3.832322149011673,3.8812912090681553,3.6730205602088155,3.8813517603631214,3.7557535351356783
44,5.729807848765574,5.530188084994965,5.784028927376765,5.492896662034113,5.734218571274628,5.302916728955551,5.09535574495562,6.264781669202643,5.703103929548036,5.291509620986629,5.546001796244417,5.315561133161722,5.419613288287815,5.361163335532053,5.439808853167358,5.269953421145859,5.639388072936104,5.672240810110791,5.409272893253741,5.322702802717326
45,5.283070214297956,5.140647988983801,5.28619585114434,4.841368219799813,5.05908264477169,5.244840445819097,4.688506676374938,5.085836610069116,4.8065570191728,5.071372211427953,4.795707071018381,5.245740341847824,4.8366260721314,4.890286000500877,4.715614459993415,5.064224801287062,5.005498920861191,5.2608081112531195,4.752989177803679,4.91360086192294
46,4.572271148898842,4.570892240461431,4.785778769208955,4.479327202939954,4.649156760872934,4.452215067949798,4.353948914124627,4.097393981537242,4.335045108613589,4.3538473640603605,4.574992747962758,4.640427208436732,4.34035791687636,4.580023810858044,4.031254737406783,4.424590913319777,4.640795570713861,4.475327100838535,4.398397353481753,4.607814648779012
47,4.882033994869291,4.966670346918234,4.9091042087853225,4.71598699463274,4.747683278260884,4.54993131375009,4.519263701096839,5.041111765302189,4.546009175378539,4.849387004965906,4.719298331227505,4.814487073205289,5.021180494295962,4.639756655772889,4.94634777288829,4.815012904331526,5.084431362234528,4.7415644388145965,4.5254251974562685,4.635940844023535
48,5.021741067436597,4.8152388110522875,4.811536344273984,4.8975231161141775,4.886350392765925,5.062670638893861,4.631919450228153,4.676074242831898,4.782112535180479,5.100928376917297,4.569409031289312,4.7318876460008745,5.117042508941822,4.647897306181466,4.726867247982776,4.524557669623986,4.6967456874473985,4.876279507348351,4.921873458096057,4.966487204751331
49,5.1822510614354265,5.3702742910237795,5.179863185517883,5.3273135722067355,4.978446528443114,4.8779224124923655,5.252222160007519,5.127556904873497,5.17148798263192,5.207274041472582,5.090569182931501,5.31776869684242,5.054575457851373,5.13282613983384,5.059749026768694,5.305002318951217,4.830606262570191,5.010940112869108,4.887270236951897,5.059355358351432
50,6.151877659540786,5.495904857236969,6.538236044823943,6.178125995061894,5.98321992168903,5.96151739764502,5.886367215793182,5.537818822730552,6.031773624212342,6.022998630131529,5.784504639293551,6.075759119197684,5.966058841047326,6.0602042363062765,6.095229369520004,5.870576544295059,6.110784076475593,6.200378533972454,6.383276890608049,6.401088546542471
51,5.083721292909255,5.032562576817014,4.777405261756824,4.509456956317566,4.763159228063482,4.828528579250797,4.791573877881676,5.305081575881274,4.954195851613919,4.830907807045457,5.328711055437829,4.782561295103674,4.6587906100803185,4.539885571364879,4.4711513699231045,5.015280444890308,4.5156282730551744,5.140783647726133,4.645706307325559,5.087512428469412
52,6.197118112663002,5.515410514826036,6.248484522394808,5.94486811631557,6.344926327442878,6.0677780854868475,6.088818857508981,5.681428659397269,6.223514379518694,6.178426551656825,5.922904209517117,6.256373011513873,6.077520479979478,6.29184773522997,5.917414690648576,6.092449080754298,5.8409210933815805,6.18119214296328,6.06473821173331,5.935351513468926
53,5.629530761358394,5.240435970933234,5.363119260997997,5.645537087369153,5.366791796087405,5.478780977778657,5.260231542621097,5.203581585791884,5.1956169363086895,5.245637171696567,5.403519161809032,5.162352613008613,5.3413913711419845,5.400932186776149,5.191110316224297,5.3875964251427355,5.436742025166151,5.144889703592801,5.2421883220107075,5.303256698000537
54,5.373472448822257,5.238080408078041,5.416941529471758,5.610312798705991,5.677491273270642,5.822198942539977,5.45607010034925,6.01870387076497,5.674945519402645,5.3795889990277015,5.491596110393942,5.7416061788318125,5.6639911353183585,5.438231714458265,5.713177719821486,5.560627369932881,5.703165257296971,5.824836030750738,5.3585504976320975,5.673453320911079
55,4.573342271031116,4.314911604067531,4.495254369735069,4.514460249011482,4.45036261379807,4.843502484858499,4.526571432669643,4.791582193550945,4.7916642879725435,4.695995249627965,4.472804053811865,4.5713973355197215,4.346259155557481,4.389464316988062,4.661731127524959,4.504057772564952,4.814649710056672,4.6561769207280985,4.58748431247537,4.210374402126613
56,4.591028092932238,4.550513666468106,4.850279856149278,4.959316463037278,5.150266643106731,4.366079283681076,4.794524158394076,4.319700243178817,5.085612298433073,5.007539394983109,4.831194498672266,4.3973496081409085,5.059137128475934,4.857413973668448,4.758606841477919,4.574416661614279,4.5769818107943685,4.608053521991979,5.044635856739125,4.9661785686959385
57,5.879007869780329,5.81195506788568,5.939044349495422,5.852373155389391,6.1645361652370125,5.806949782641791,5.8247171089814564,5.787670126499238,5.93446742420605,5.8900639741542244,6.067878622703235,5.9565206075236095,5.774696327942776,5.9846366543037375,6.01662508581359,5.6429462019475825,5.9715160304600285,5.938319294000257,5.946756382974645,5.880266069593727
58,6.242476213762,6.3404793902080385,6.567880617489827,6.28867892729925,6.232014393980604,5.996340212381602,6.403558195529879,6.109958538331384,6.5295653841663075,6.341975069710549,6.3271439020671725,6.40982098442236,6.243481990639043,6.54478355804118,6.118444014906111,6.270405681312421,6.559860638246989,6.423523722665431,6.382471494686344,6.469590850317991
59,4.7016942183055885,4.663952460413804,4.74800572211074,4.695520827348808,4.581456561853846,4.85123800403598,4.532942670084328,4.532321240215078,4.4473550072330035,4.79818339599697,4.652714253435896,4.843991416875138,4.5063230543717445,4.794946878390353,4.434402455462601,4.717108568454034,4.754372428381209,4.730446234441663,4.832851009853196,4.599307615354562
60,5.568532575349167,5.274774044632615,5.73775638199891,5.572951369052026,5.905425446614482,5.47686160462603,5.687260102651855,5.2490237206215085,5.639702971642826,5.597457848078809,5.067513538571097,5.719785957193576,5.589237679677753,5.83945142876693,5.233217629805964,5.024977881580156,5.347727530491673,5.8078684227149395,5.630416309011098,5.440097549663806
61,5.985811200390302,5.192791178439245,4.942637075368838,4.899934245778294,4.768403579690778,5.281824424098281,5.359035877623867,5.054677487620518,4.839255248223322,4.960718822039619,5.621583432286623,5.11771212186023,5.226409872169729,5.2802455620376705,5.060176967105134,4.895144134018317,5.255705541569011,4.89546770268534,5.029806623361033,4.879858002851828
62,6.517853538522031,6.937052877947766,6.927601710232185,6.8866491831018495,6.784580204329917,6.6511273146951,7.048421510202718,6.639166378352032,6.809371525449409,6.801878704868006,6.829753243804957,6.9364260952544665,6.953918755581566,6.712344403808281,6.812029782694532,6.8568333954336165,6.661712484528964,6.8272415884383815,6.6856263517794385,6.814300180685491
63,5.9507789118855925,5.092817266055982,5.730107442325815,5.8529497410477145,5.743961906242324,5.70093647771633,5.400442780296345,5.491143091687041,5.728850851006902,5.547299230293426,5.636921584757369,5.837243796391373,5.832467708195328,5.207305113429996,5.374981963320758,5.404451169701588,6.076210218170623,5.876136934402109,5.900983067275282,5.518063850306314
64,5.26179741080997,4.699256378137347,4.782218998000102,4.4812252118051195,4.759183703076465,4.973275839664346,4.6960010313872855,4.403225397068944,4.50314592224975,4.288970910596504,4.616620058376995,4.686463149034095,4.541470331477987,4.481632046885017,4.243595610384542,4.650599724157303,4.749567142450008,4.721536093347254,4.732347487751545,4.564000782865371
65,5.308777759483666,5.384107904296637,5.133123523668229,4.886869780461324,5.629631497307659,5.379960934124529,5.143307072148422,5.5889447731520505,5.289172928102578,5.122890130027995,5.2929576055523775,5.2193594453480046,5.419774271439129,4.981756806224984,4.984397869596449,5.882679343921479,5.03984124905938,5.230592931263223,5.2066420437316125,4.947819269801249
66,6.061634330831277,5.952155710744335,6.308398261226287,6.118294683172893,5.913359518155056,6.225351099234417,6.20228569414407,5.982476444730533,6.333917741014213,6.542571074901086,6.17519922417458,6.181253186596258,5.9062820274769665,6.10309961211057,6.044203315343621,5.905497681340691,6.36631409506421,6.233118574323935,6.196872947669119,6.573834221082587
67,4.365444936008036,4.194734204892002,4.319792251390517,4.479864015239746,4.568671622957293,4.4882506417906445,4.265431127302922,4.391689270964246,4.1476232139045885,4.125010787511498,4.471636035957534,4.5552037863674375,4.340275104292314,4.374071638500915,4.454663369110632,4.518880789369425,4.367266474435784,4.5723229213205485,4.581635520348581,4.217296826269956
68,4.061589227964789,4.307310938170003,3.82335855096426,3.899750678017364,3.822569622952841,3.581949349626017,3.491458485234765,3.6327220367448083,3.788221195153383,3.954082802259318,4.075555349901516,4.0045049095377045,3.6701666082293354,3.657719507916895,3.944835230207755,3.932265592725486,3.5495431003726234,3.497472585794197,3.681601741134121,4.105351708216723
69,4.2247301315059,4.607604146223949,4.447680399538551,4.027203753148831,4.742072074174782,4.3742807003504,4.347051579320645,4.488468528599949,4.539008953988306,4.409127128036748,4.150996446481969,4.26843990465826,4.368296333800299,4.401100537890483,4.468128501507707,4.312064611347827,4.5033460672443955,4.13008030803119,4.23333950722407,4.4660154030810535
70,4.927587162814014,5.313328466671822,4.806904253871566,4.915015824926362,4.659106996192662,4.917261873047803,4.593261717739253,4.753226214158834,5.4382650015191825,4.851382511411655,5.035730765971788,5.056723270737859,4.797868825748784,5.022488175088618,5.072482744281521,4.813443356391513,5.081227574620084,4.920636481565488,5.22360162789834,4.66860078089933
71,6.006997189809784,5.736178121193119,5.777221179001842,5.69679845490999,5.927556059281436,5.423666413334441,5.7738826974396895,5.536439436880274,5.315673035716143,5.8595101046381535,5.861603575517327,5.7673350691561325,5.479770651888678,5.4204578130774745,5.492477919220606,5.716774771095496,5.626052370306337,5.908786607831605,5.366055891903435,5.475476137626479
72,6.414033923451209,6.220975204141872,5.966746574681938,6.436057751648365,6.323167747103345,6.344886093321456,6.358959757916965,6.593960483666472,6.387296689764632,6.544788338344702,6.261657151729977,5.907120026610659,5.860610401829182,5.978932014754555,5.94964689013624,6.004510358563406,6.29705183842324,6.325354378004421,6.41281735605702,5.8780559311383
73,5.516551786495533,5.54364574343561,5.615557700765672,5.42539749343799,5.28007046357741,5.315587273196355,5.2783804463463335,5.262685721593728,5.442616061875872,5.216188373997076,5.134235692422681,5.454308784156978,4.954788215888891,5.097800740772895,5.382945540449371,5.512994651508592,5.234783514196746,5.10454741356767,5.3576777191430445,5.454640785338981
74,6.0593695422653555,6.144933480923985,5.978857483687676,6.415093023465264,6.285602672550293,6.274078546137517,6.13501111053583,6.27324446509877,5.9344994916516765,6.0188413560803955,6.359247847495727,6.378799603072785,6.536007999956528,6.104621190766483,6.394830585011036,6.591653539455624,6.182564365180214,6.367037506427383,6.442818095967725,6.288864789858635
75,5.421880217524747,6.026562978742057,6.08206553654467,6.055213695123488,5.929450004165565,6.0724747272949955,5.55139260794749,6.437953264033343,6.31475246324292,5.83655227538274,5.883783899493645,6.056507337301371,6.258983924406566,6.167549164180393,5.952441332184545,5.86920126507132,6.0203653127969385,6.027041036406013,6.153872286622126,5.815665532278109
76,5.086806553045209,4.97425542394889,5.074250319842884,4.867241855260203,4.910853123603683,5.476640530331032,5.300185874939739,5.233328871878789,4.91471050664098,5.178628344070924,5.442713701594407,4.9391479367108815,5.16243949284881,5.381213417259001,4.962572633817794,5.477188954600447,5.358931301730661,5.687059366799902,5.395243165014839,4.993921979657049
77,6.421959497272468,6.462219486537705,6.557287539116015,6.52828944178879,6.510998682891586,6.273766847724329,6.439504297585435,6.523522242932734,6.351609994564871,6.363032410512407,6.469035716100166,6.5520082156679855,6.407481977889576,6.34724536147384,6.331093535469902,6.209052735103343,6.332951399242176,6.575436167476159,6.486377665570808,6.264993898570778
78,5.193527618493943,5.606102120862927,5.736955637869442,5.356226714576739,5.8130671776247915,5.262165755959007,5.79747195886979,5.273845244426325,5.964188432367252,5.393132897639173,5.574460186416616,5.590517168173703,5.213358102822632,5.289807782470364,5.462976278385562,5.218783056069226,5.298660519733958,5.5599795432339985,5.323210627950516,5.355355526258367
79,5.213391887002054,5.189511856307288,5.200756987160629,5.186606131013168,5.204518674931576,5.3872377490802155,5.1990717960917125,5.331257181278392,5.1104985180898455,5.036201185788697,5.169555177823417,5.224512032692257,5.233178549248684,5.174598647549635,5.154014558303906,5.119606326929883,5.119239016157223,5.045954155191942,5.1494626411499205,5.2158348229925515
80,5.310131296541899,5.304033352803579,5.337834130828949,4.960746217517288,5.183910815704774,5.187267147887902,5.411239250577765,5.302498258686937,5.3729763269169695,5.26226384302918,4.9780068596166505,5.358296968063941,4.990064757183184,5.272026254337033,5.153917571965829,5.21052845978623,5.081328735088006,4.894921315027656,5.269919574646764,5.52501989526586
81,4.702076500775314,4.441044115150904,4.676110895652484,4.551646163781555,4.543120534762856,4.647681596280768,4.512292589330909,4.756876326144063,4.658315719016011,4.6417793030829255,4.794328106695133,4.8205349237328585,4.501672603961426,4.667332608422441,4.411187630756825,4.696029401624207,4.53827727612688,4.445773798282937,4.576597267639253,4.364746441947675
